Symbol,Strategy Name,Name of security,Status,Action,Quantity|Face Value,Price,Timing,Fill Price,Fill Price is Average,Time and Date(ET),Last Activity Date(ET),Reinvest Capital Gains,Order Number
EA,,ELECTRONIC ARTS INC,Canceled,Sell,2 Shares,Stop market $142.63,GTC,-,No,12:34 PM 03/24/2025,12:16 PM 03/25/2025,,1002994588947
BJ,,BJS WHSL CLUB HLDGS,Canceled,Sell,3 Shares,Stop market $108.23,GTC,-,No,9:59 AM 03/25/2025,12:12 PM 03/25/2025,,1002999115985
RBRK,,RUBRIK INC A,Canceled,Sell,10 Shares,Stop market $73.65,GTC,-,No,12:03 PM 03/25/2025,12:06 PM 03/25/2025,,1003001509866
SPOT,,SPOTIFY TECHNOLOGY S,Canceled,Buy,1 Shares,Limit $618.22,Day,-,No,11:02 AM 03/25/2025,11:02 AM 03/25/2025,,1003000637727
RBRK,,RUBRIK INC A,Canceled,Buy,10 Shares,Limit $75.02,Day,-,No,11:00 AM 03/25/2025,11:00 AM 03/25/2025,,1003000637623
RBRK,,RUBRIK INC A,Canceled,Buy,10 Shares,Limit $74.87,Day,-,No,10:30 AM 03/25/2025,11:00 AM 03/25/2025,,1003000636119
RBRK,,RUBRIK INC A,Canceled,Buy,10 Shares,Limit $75.23,Day,-,No,10:22 AM 03/25/2025,10:30 AM 03/25/2025,,1002999877635
RBRK,,RUBRIK INC A,Canceled,Buy,10 Shares,Limit $75.30,Day,-,No,10:22 AM 03/25/2025,10:22 AM 03/25/2025,,1002999877629
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,10 Shares,Stop market $174.24,GTC,-,No,12:30 PM 03/24/2025,10:03 AM 03/25/2025,,1002994588803
TTWO,,TAKE-TWO INTERACTIVE,Canceled,Sell,3 Shares,Stop market $207.71,GTC,-,No,10:04 AM 03/24/2025,10:01 AM 03/25/2025,,1002991622731
BJ,,BJS WHSL CLUB HLDGS,Canceled,Sell,3 Shares,Stop market $106.61,GTC,-,No,12:33 PM 03/24/2025,9:59 AM 03/25/2025,,1002994588881
ALHC,,ALIGNMENT HEALTHCARE,Canceled,Sell,10 Shares,Stop market $16.61,GTC,-,No,9:51 AM 03/20/2025,9:58 AM 03/25/2025,,1002975175065
PLTR,,PALANTIR TECHNOLOGIE A,Canceled,Sell,4 Shares,Stop market $83.93,GTC,-,No,9:53 AM 03/20/2025,12:38 PM 03/24/2025,,1002975175240
PLTR,,PALANTIR TECHNOLOGIE A,Canceled,Sell,4 Shares,Stop market $88.76,GTC,-,No,12:38 PM 03/24/2025,12:38 PM 03/24/2025,,1002994589089
KMI,,KINDER MORGAN INC DE,Canceled,Sell,8 Shares,Stop market $27.36,GTC,-,No,2:52 PM 03/20/2025,12:35 PM 03/24/2025,,1002980225292
EA,,ELECTRONIC ARTS INC,Canceled,Sell,2 Shares,Stop market $141.44,GTC,-,No,3:23 PM 03/20/2025,12:34 PM 03/24/2025,,1002980862428
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,7 Shares,Stop market $174.24,GTC,-,No,12:30 PM 03/24/2025,12:30 PM 03/24/2025,,1002994588785
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,40 Shares,Stop market $175.40,GTC,-,No,12:19 PM 03/24/2025,12:29 PM 03/24/2025,,1002994588480
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,50 Shares,Stop market $175.65,GTC,-,No,12:17 PM 03/24/2025,12:19 PM 03/24/2025,,1002994588438
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,50 Shares,Stop market $175.40,GTC,-,No,11:04 AM 03/24/2025,12:17 PM 03/24/2025,,1002993464131
DASH,,DOORDASH INC A,Canceled,Sell,1 Shares,Stop market $185.70,GTC,-,No,11:46 AM 03/24/2025,11:47 AM 03/24/2025,,1002993465519
DASH,,DOORDASH INC A,Canceled,Sell,2 Shares,Stop market $185.70,GTC,-,No,9:52 AM 03/20/2025,11:46 AM 03/24/2025,,1002975175132
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,50 Shares,Stop market $175.04,GTC,-,No,10:51 AM 03/24/2025,11:04 AM 03/24/2025,,1002992459559
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,50 Shares,Stop market $175.01,GTC,-,No,10:51 AM 03/24/2025,10:51 AM 03/24/2025,,1002992459550
SPOT,,SPOTIFY TECHNOLOGY S,Canceled,Sell,1 Shares,Stop market $557.31,GTC,-,No,12:40 PM 03/21/2025,10:08 AM 03/24/2025,,1002986686298
TTWO,,TAKE-TWO INTERACTIVE,Canceled,Sell,3 Shares,Stop market $204.11,GTC,-,No,9:46 AM 03/21/2025,10:04 AM 03/24/2025,,1002982405832
VRSN,,VERISIGN INC,Canceled,Buy,2 Shares,Limit $242.65,Day,-,No,10:10 AM 03/21/2025,2:48 PM 03/21/2025,,1002983275587
SPOT,,SPOTIFY TECHNOLOGY S,Canceled,Sell,1 Shares,Stop market $557.31,GTC,-,No,12:41 PM 03/21/2025,12:41 PM 03/21/2025,,1002986686323
ROOT,,ROOT INC A,Canceled,Buy,1 Shares,Limit $156.53,Day,-,No,11:32 AM 03/21/2025,12:32 PM 03/21/2025,,1002985087352
EA,,ELECTRONIC ARTS INC,Canceled,Sell,2 Shares,Stop market $139.96,GTC,-,No,9:52 AM 03/20/2025,3:23 PM 03/20/2025,,1002975175176
HOOD,,ROBINHOOD MKTS INC A,Canceled,Buy,10 Shares,Limit $43.49,Day,-,No,11:20 AM 03/20/2025,11:20 AM 03/20/2025,,1002976869929
HOOD,,ROBINHOOD MKTS INC A,Canceled,Buy,10 Shares,Limit $43.44,Day,-,No,11:20 AM 03/20/2025,11:20 AM 03/20/2025,,1002976869928
UBER,,UBER TECHNOLOGIES IN,Canceled,Buy,5 Shares,Limit $74.78,Day,-,No,10:16 AM 03/20/2025,10:16 AM 03/20/2025,,1002976006811
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,30 Shares,Stop market $172.45,GTC,-,No,11:46 AM 03/18/2025,9:56 AM 03/20/2025,,1002962557299
TTWO,,TAKE-TWO INTERACTIVE,Canceled,Sell,2 Shares,Stop market $201.83,GTC,-,No,11:32 AM 03/18/2025,9:54 AM 03/20/2025,,1002962556759
WMT,,WALMART INC,Canceled,Sell,4 Shares,Stop market $84.88,GTC,-,No,5:46 PM 03/17/2025,9:54 AM 03/20/2025,,1002958820768
PLTR,,PALANTIR TECHNOLOGIE A,Canceled,Sell,4 Shares,Stop market $81.68,GTC,-,No,11:24 AM 03/18/2025,9:53 AM 03/20/2025,,1002962556462
DASH,,DOORDASH INC A,Canceled,Sell,2 Shares,Stop market $180.47,GTC,-,No,12:36 PM 03/18/2025,9:52 AM 03/20/2025,,1002963247129
EA,,ELECTRONIC ARTS INC,Canceled,Sell,2 Shares,Stop market $138.48,GTC,-,No,5:36 PM 03/17/2025,9:52 AM 03/20/2025,,1002958820738
ALHC,,ALIGNMENT HEALTHCARE,Canceled,Sell,10 Shares,Stop market $15.75,GTC,-,No,10:11 AM 03/18/2025,9:51 AM 03/20/2025,,1002961256042
COST,,COSTCO WHSL CORP NEW,Canceled,Buy,1 Shares,Limit $907.02,Day,-,No,3:45 PM 03/19/2025,3:45 PM 03/19/2025,,1002973408748
COST,,COSTCO WHSL CORP NEW,Canceled,Buy,1 Shares,Limit $906.41,Day,-,No,3:44 PM 03/19/2025,3:45 PM 03/19/2025,,1002973408723
COST,,COSTCO WHSL CORP NEW,Canceled,Buy,1 Shares,Limit $906.09,Day,-,No,3:40 PM 03/19/2025,3:44 PM 03/19/2025,,1002973408519
COST,,COSTCO WHSL CORP NEW,Canceled,Buy,1 Shares,Limit $906.37,Day,-,No,3:40 PM 03/19/2025,3:40 PM 03/19/2025,,1002973408506
RSP,,INVESCO S&P 500  EQUAL WEIGHT ETF,Canceled,Sell,30 Shares,Stop market $171.55,GTC,-,No,10:52 AM 03/17/2025,11:46 AM 03/18/2025,,1002953731968
COST,,COSTCO WHSL CORP NEW,Canceled,Sell,1 Shares,Stop market $897.90,GTC,-,No,5:19 PM 03/17/2025,9:35 AM 03/18/2025,,1002958820693
COST,,COSTCO WHSL CORP NEW,Canceled,Sell,1 Shares,Stop market $881.46,GTC,-,No,1:57 PM 03/14/2025,5:19 PM 03/17/2025,,1002948682206
SFM,,SPROUTS FMRS MKT INC,Canceled,Buy,2 Shares,Limit $141.80,Day,-,No,2:46 PM 03/17/2025,2:54 PM 03/17/2025,,1002956913834
DASH,,DOORDASH INC A,Canceled,Buy,15 Shares,Limit $184.69,Day,-,No,12:39 PM 03/14/2025,12:39 PM 03/14/2025,,1002947105454
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,10 Shares,Stop market $59.06,GTC,-,No,1:37 PM 03/12/2025,1:38 PM 03/12/2025,,1002932081077
AEM,,AGNICO EAGLE MINES L,Canceled,Sell,5 Shares,Stop market $97.15,GTC,-,No,10:09 AM 03/11/2025,10:11 AM 03/11/2025,,1002919511559
AEM,,AGNICO EAGLE MINES L,Canceled,Sell,5 Shares,Stop market $95.65,GTC,-,No,3:53 PM 03/10/2025,10:10 AM 03/11/2025,,1002917190633
VRTX,,VERTEX PHARMACEUTICA,Canceled,Sell,1 Shares,Stop market $479.68,GTC,-,No,3:24 PM 03/07/2025,11:36 AM 03/10/2025,,1002906701262
CHKP,,CHECK POINT SOFTWARE,Canceled,Sell,2 Shares,Stop market $218.07,GTC,-,No,10:22 AM 03/06/2025,10:02 AM 03/07/2025,,1002892468386
CHKP,,CHECK POINT SOFTWARE,Canceled,Buy,2 Shares,Limit $223.95,Day,-,No,10:21 AM 03/06/2025,10:21 AM 03/06/2025,,1002892468349
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Buy,10 Shares,Limit $84.90,Day,-,No,3:56 PM 03/05/2025,3:56 PM 03/05/2025,,1002889370669
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Buy,10 Shares,Limit $84.85,Day,-,No,3:55 PM 03/05/2025,3:56 PM 03/05/2025,,1002889370660
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,10 Shares,Stop market $79.97,GTC,-,No,7:06 PM 03/04/2025,10:12 AM 03/05/2025,,1002881408874
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,10 Shares,Stop market $65.91,GTC,-,No,7:09 PM 03/04/2025,10:11 AM 03/05/2025,,1002881408876
WBD,,WARNER BROS DISCOVER,Canceled,Sell,10 Shares,Stop market $10.88,GTC,-,No,3:00 PM 03/04/2025,3:00 PM 03/04/2025,,1002879651715
WBD,,WARNER BROS DISCOVER,Canceled,Sell,10 Shares,Stop market $77.00,GTC,-,No,2:59 PM 03/04/2025,2:59 PM 03/04/2025,,1002879651693
DASH,,DOORDASH INC A,Canceled,Sell,3 Shares,Stop market $197.82,GTC,-,No,3:00 PM 03/03/2025,3:05 PM 03/03/2025,,1002870548254
DASH,,DOORDASH INC A,Canceled,Sell,3 Shares,Stop market $197.93,GTC,-,No,3:05 PM 03/03/2025,3:05 PM 03/03/2025,,1002870548557
DASH,,DOORDASH INC A,Canceled,Sell,3 Shares,Stop market $197.09,GTC,-,No,10:10 AM 03/03/2025,3:00 PM 03/03/2025,,1002865131213
TMUS,,T-MOBILE US INC,Canceled,Sell,4 Shares,Stop market $272.87,GTC,-,No,10:55 AM 03/03/2025,1:02 PM 03/03/2025,,1002866021612
HESM,,HESS MIDSTREAM LP A,Canceled,Sell,15 Shares,Stop market $41.71,GTC,-,No,10:54 AM 03/03/2025,1:01 PM 03/03/2025,,1002866021583
TMUS,,T-MOBILE US INC,Canceled,Sell,4 Shares,Stop market $269.19,GTC,-,No,10:30 AM 03/03/2025,10:55 AM 03/03/2025,,1002866020491
HESM,,HESS MIDSTREAM LP A,Canceled,Sell,15 Shares,Stop market $41.45,GTC,-,No,10:29 AM 03/03/2025,10:54 AM 03/03/2025,,1002866020385
BROS,,DUTCH BROS INC A,Canceled,Sell,3 Shares,Stop market $78.31,GTC,-,No,10:28 AM 03/03/2025,10:53 AM 03/03/2025,,1002866020318
HESM,,HESS MIDSTREAM LP A,Canceled,Sell,15 Shares,Stop market $40.04,GTC,-,No,2:29 PM 02/28/2025,10:29 AM 03/03/2025,,1002860840249
BROS,,DUTCH BROS INC A,Canceled,Sell,3 Shares,Stop market $77.44,GTC,-,No,9:38 AM 03/03/2025,10:28 AM 03/03/2025,,1002864238686
HOOD,,ROBINHOOD MKTS INC A,Canceled,Sell,3 Shares,Stop market $49.16,GTC,-,No,2:11 PM 02/28/2025,10:23 AM 03/03/2025,,1002860027685
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,20 Shares,Stop market $84.62,GTC,-,No,2:41 PM 02/28/2025,10:14 AM 03/03/2025,,1002860840617
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,20 Shares,Stop market $69.98,GTC,-,No,10:20 AM 02/28/2025,10:13 AM 03/03/2025,,1002856259173
DASH,,DOORDASH INC A,Canceled,Sell,3 Shares,Stop market $191.88,GTC,-,No,2:48 PM 02/28/2025,10:10 AM 03/03/2025,,1002860840843
BROS,,DUTCH BROS INC A,Canceled,Sell,3 Shares,Stop market $77.44,Day,-,No,2:10 PM 02/28/2025,4:05 PM 02/28/2025,,1002860027638
TMDX,,TRANSMEDICS GROUP IN,Canceled,Sell,3 Shares,Stop market $73.09,GTC,-,No,2:12 PM 02/28/2025,2:50 PM 02/28/2025,,1002860027710
HESM,,HESS MIDSTREAM LP A,Canceled,Buy,15 Shares,Limit $41.36,Day,-,No,2:24 PM 02/28/2025,2:28 PM 02/28/2025,,1002860840094
Order 1 Triggers All,,,
WMB,,WILLIAMS COS INC,Canceled,Buy,15 Shares,Limit $57.43,Day,-,No,2:27 PM 02/28/2025,2:27 PM 02/28/2025,,1002860840185
WMB,,WILLIAMS COS INC,Canceled,Sell,15 Shares,Stop market $55.69,GTC,-,No,2:27 PM 02/28/2025,2:27 PM 02/28/2025,,1002860840186
HESM,,HESS MIDSTREAM LP A,Canceled,Buy,15 Shares,Limit $41.37,Day,-,No,2:24 PM 02/28/2025,2:24 PM 02/28/2025,,1002860840089
TMDX,,TRANSMEDICS GROUP IN,Canceled,Sell,3 Shares,Stop market $71.40,GTC,-,No,12:01 PM 02/28/2025,2:12 PM 02/28/2025,,1002858466863
BROS,,DUTCH BROS INC A,Canceled,Sell,3 Shares,Stop market $74.46,Day,-,No,12:16 PM 02/28/2025,2:10 PM 02/28/2025,,1002858467472
TMDX,,TRANSMEDICS GROUP IN,Canceled,Buy,3 Shares,Limit $76.18,Day,-,No,11:47 AM 02/28/2025,11:47 AM 02/28/2025,,1002858466435
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.52,Day,-,No,11:42 AM 02/28/2025,11:43 AM 02/28/2025,,1002858466224
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.42,Day,-,No,11:31 AM 02/28/2025,11:42 AM 02/28/2025,,1002857717728
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.33,Day,-,No,11:14 AM 02/28/2025,11:31 AM 02/28/2025,,1002857716802
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.30,Day,-,No,11:11 AM 02/28/2025,11:14 AM 02/28/2025,,1002857716649
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.35,Day,-,No,11:14 AM 02/28/2025,11:14 AM 02/28/2025,,1002857716790
WBD,,WARNER BROS DISCOVER,Canceled,Buy,30 Shares,Limit $11.34,Day,-,No,11:11 AM 02/28/2025,11:11 AM 02/28/2025,,1002857716630
DASH,,DOORDASH INC A,Canceled,Sell,10 Shares,Stop market $200.28,GTC,-,No,1:38 PM 02/27/2025,1:58 PM 02/27/2025,,1002851022192
BROS,,DUTCH BROS INC A,Canceled,Sell,10 Shares,Stop market $77.41,GTC,-,No,1:36 PM 02/27/2025,1:57 PM 02/27/2025,,1002851022122
DASH,,DOORDASH INC A,Canceled,Sell,5 Shares,Stop market $200.28,GTC,-,No,1:35 PM 02/27/2025,1:38 PM 02/27/2025,,1002851022098
DASH,,DOORDASH INC A,Canceled,Buy,3 Shares,Limit $201.12,Day,-,No,11:05 AM 02/27/2025,12:00 PM 02/27/2025,,1002848427126
BROS,,DUTCH BROS INC A,Canceled,Sell,3 Shares,Stop market $74.46,GTC,-,No,11:53 AM 02/27/2025,11:55 AM 02/27/2025,,1002849279107
HOOD,,ROBINHOOD MKTS INC A,Canceled,Sell,5 Shares,Stop market $50.76,GTC,-,No,11:00 AM 02/27/2025,11:33 AM 02/27/2025,,1002848426931
AEM,,AGNICO EAGLE MINES L,Canceled,Sell,5 Shares,Stop market $93.88,GTC,-,No,9:28 AM 02/26/2025,10:48 AM 02/26/2025,,1002837036561
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $267.47,GTC,-,No,10:08 AM 02/25/2025,3:59 PM 02/25/2025,,1002829706299
TMUS,,T-MOBILE US INC,Canceled,Buy,5 Shares,Limit $270.59,Day,-,No,3:58 PM 02/25/2025,3:58 PM 02/25/2025,,1002835705297
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $263.40,GTC,-,No,3:26 PM 02/24/2025,10:08 AM 02/25/2025,,1002825907636
DXCM,,DEXCOM INC,Canceled,Sell,4 Shares,Stop market $90.39,GTC,-,No,3:11 PM 02/24/2025,3:27 PM 02/24/2025,,1002825907215
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $259.73,GTC,-,No,5:51 PM 02/19/2025,3:26 PM 02/24/2025,,1002799858062
NTRS,,NORTHERN TR CORP,Canceled,Sell,5 Shares,Stop market $111.65,GTC,-,No,9:40 AM 02/24/2025,1:32 PM 02/24/2025,,1002820088342
NTRS,,NORTHERN TR CORP,Canceled,Sell,5 Shares,Stop market $111.07,GTC,-,No,3:46 PM 02/20/2025,9:40 AM 02/24/2025,,1002807828927
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,20 Shares,Stop market $92.58,GTC,-,No,9:07 AM 02/24/2025,9:33 AM 02/24/2025,,1002819346807
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $83.37,GTC,-,No,9:06 AM 02/24/2025,9:32 AM 02/24/2025,,1002819346801
OXY,,OCCIDENTAL PETE CORP,Canceled,Sell,15 Shares,Stop market $49.18,GTC,-,No,5:43 PM 02/19/2025,9:04 AM 02/24/2025,,1002799858043
NTRS,,NORTHERN TR CORP,Canceled,Sell,5 Shares,Stop market $111.65,GTC,-,No,9:03 AM 02/24/2025,9:03 AM 02/24/2025,,1002819346789
FI,,FISERV INC,Canceled,Sell,3 Shares,Stop market $229.88,GTC,-,No,6:43 PM 02/18/2025,10:48 AM 02/21/2025,,1002790727946
ISRG,,INTUITIVE SURGICAL I,Canceled,Sell,3 Shares,Stop market $591.14,GTC,-,No,9:47 AM 02/19/2025,9:51 AM 02/21/2025,,1002792271626
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $86.79,Day,-,No,11:17 AM 02/20/2025,4:05 PM 02/20/2025,,1002804094606
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,20 Shares,Stop market $96.28,Day,-,No,11:31 AM 02/20/2025,4:05 PM 02/20/2025,,1002804095149
TOST,,TOAST INC A,Canceled,Buy,10 Shares,Limit $39.99,Day,-,No,3:49 PM 02/20/2025,3:50 PM 02/20/2025,,1002807829101
SOFI,,SOFI TECHNOLOGIES IN,Canceled,Sell,15 Shares,Stop market $14.96,GTC,-,No,11:59 AM 02/20/2025,3:44 PM 02/20/2025,,1002804862415
SOFI,,SOFI TECHNOLOGIES IN,Canceled,Sell,15 Shares,Stop market $14.69,GTC,-,No,3:29 PM 02/18/2025,11:59 AM 02/20/2025,,1002790039269
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,40 Shares,Stop market $95.21,GTC,-,No,9:04 AM 02/20/2025,11:27 AM 02/20/2025,,1002799859809
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,50 Shares,Stop market $85.89,GTC,-,No,8:58 AM 02/20/2025,11:17 AM 02/20/2025,,1002799859756
UPRO,,PROSHARES ULTRAPRO S&P 500 ETF,Canceled,Sell,40 Shares,Stop market $89.12,GTC,-,No,8:29 AM 02/05/2025,9:04 AM 02/20/2025,,1002713658624
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $85.89,GTC,-,No,8:57 AM 02/20/2025,8:58 AM 02/20/2025,,1002799859741
TQQQ,,PROSHARES ULTRAPRO QQQ ETF,Canceled,Sell,25 Shares,Stop market $81.86,GTC,-,No,11:16 AM 02/07/2025,8:57 AM 02/20/2025,,1002733889957
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $254.90,GTC,-,No,8:45 AM 02/14/2025,5:51 PM 02/19/2025,,1002773467704
SE,,SEA LTD A ADR,Canceled,Sell,1 Shares,Stop market $130.40,GTC,-,No,1:49 PM 02/18/2025,5:49 PM 02/19/2025,,1002788601490
SE,,SEA LTD A ADR,Canceled,Sell,4 Shares,Stop market $125.79,GTC,-,No,1:48 PM 02/18/2025,5:49 PM 02/19/2025,,1002788601456
FTNT,,FORTINET INC,Canceled,Sell,5 Shares,Stop market $108.08,GTC,-,No,8:35 AM 02/14/2025,5:47 PM 02/19/2025,,1002773467539
EQH,,EQUITABLE HLDGS INC,Canceled,Sell,10 Shares,Stop market $53.54,GTC,-,No,9:30 AM 02/18/2025,5:46 PM 02/19/2025,,1002783386703
SHOP,,SHOPIFY INC A,Canceled,Sell,3 Shares,Stop market $123.78,GTC,-,No,9:26 AM 02/18/2025,2:33 PM 02/19/2025,,1002783386575
MDB,,MONGODB INC A,Canceled,Sell,4 Shares,Stop market $282.07,GTC,-,No,8:36 AM 02/14/2025,9:48 AM 02/19/2025,,1002773467558
ISRG,,INTUITIVE SURGICAL I,Canceled,Sell,3 Shares,Stop market $586.51,GTC,-,No,1:54 PM 02/18/2025,9:47 AM 02/19/2025,,1002788601698
DASH,,DOORDASH INC A,Canceled,Sell,8 Shares,Stop market $198.58,GTC,-,No,9:36 AM 02/14/2025,9:45 AM 02/19/2025,,1002774307153
ASAN,,ASANA INC A,Canceled,Sell,15 Shares,Stop market $22.98,GTC,-,No,9:22 AM 02/18/2025,9:36 AM 02/19/2025,,1002783386507
TPR,,TAPESTRY INC,Canceled,Sell,4 Shares,Stop market $81.13,GTC,-,No,8:51 AM 02/13/2025,6:46 PM 02/18/2025,,1002764826508
FI,,FISERV INC,Canceled,Sell,3 Shares,Stop market $226.25,GTC,-,No,11:36 AM 02/18/2025,6:43 PM 02/18/2025,,1002787212234
CYBR,,CYBERARK SOFTWARE LT,Canceled,Sell,1 Shares,Stop market $390.88,GTC,-,No,3:50 PM 02/13/2025,6:40 PM 02/18/2025,,1002772666611
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $432.08,GTC,-,No,8:29 AM 02/14/2025,6:39 PM 02/18/2025,,1002773467486
ISRG,,INTUITIVE SURGICAL I,Canceled,Sell,3 Shares,Stop market $580.06,GTC,-,No,5:01 PM 02/05/2025,1:54 PM 02/18/2025,,1002721019345
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $202.49,GTC,-,No,9:25 AM 02/18/2025,1:51 PM 02/18/2025,,1002783386551
SE,,SEA LTD A ADR,Canceled,Sell,1 Shares,Stop market $130.40,Day,-,No,1:49 PM 02/18/2025,1:49 PM 02/18/2025,,1002788601482
SE,,SEA LTD A ADR,Canceled,Sell,5 Shares,Stop market $125.79,GTC,-,No,10:19 AM 02/12/2025,1:48 PM 02/18/2025,,1002758382788
DXCM,,DEXCOM INC,Canceled,Sell,10 Shares,Stop market $85.88,GTC,-,No,1:37 PM 02/14/2025,11:59 AM 02/18/2025,,1002779523527
FI,,FISERV INC,Canceled,Buy,3 Shares,Limit $235.20,Day,-,No,11:35 AM 02/18/2025,11:35 AM 02/18/2025,,1002787212112
SHOP,,SHOPIFY INC A,Canceled,Sell,3 Shares,Stop market $119.98,GTC,-,No,8:43 AM 02/14/2025,9:26 AM 02/18/2025,,1002773467673
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $200.25,GTC,-,No,9:38 AM 02/14/2025,9:25 AM 02/18/2025,,1002774307447
ASAN,,ASANA INC A,Canceled,Sell,15 Shares,Stop market $22.58,GTC,-,No,8:26 AM 02/14/2025,9:22 AM 02/18/2025,,1002773467449
SN,,SHARKNINJA INC,Canceled,Sell,4 Shares,Stop market $102.38,GTC,-,No,3:31 PM 02/13/2025,10:39 AM 02/14/2025,,1002771655875
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $198.58,GTC,-,No,10:18 AM 02/12/2025,9:38 AM 02/14/2025,,1002758382711
DASH,,DOORDASH INC A,Canceled,Sell,8 Shares,Stop market $195.08,GTC,-,No,9:55 AM 02/13/2025,9:36 AM 02/14/2025,,1002765899096
CTAS,,CINTAS CORP,Canceled,Sell,10 Shares,Stop market $201.28,GTC,-,No,7:54 PM 02/06/2025,9:33 AM 02/14/2025,,1002729869511
TMUS,,T-MOBILE US INC,Canceled,Sell,5 Shares,Stop market $251.15,GTC,-,No,1:56 PM 02/10/2025,8:45 AM 02/14/2025,,1002745357729
SHOP,,SHOPIFY INC A,Canceled,Sell,3 Shares,Stop market $114.60,GTC,-,No,3:38 PM 02/11/2025,8:43 AM 02/14/2025,,1002754699445
SHOP,,SHOPIFY INC A,Canceled,Sell,3 Shares,Stop market $199.98,GTC,-,No,8:42 AM 02/14/2025,8:42 AM 02/14/2025,,1002773467662
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $200.25,GTC,-,No,8:41 AM 02/14/2025,8:41 AM 02/14/2025,,1002773467643
ODFL,,OLD DOMINION FREIGHT,Canceled,Sell,3 Shares,Stop market $200.25,GTC,-,No,8:40 AM 02/14/2025,8:40 AM 02/14/2025,,1002773467636
NFLX,,NETFLIX INC,Canceled,Sell,4 Shares,Stop market $998.25,GTC,-,No,11:14 AM 02/12/2025,8:38 AM 02/14/2025,,1002759273605
MDB,,MONGODB INC A,Canceled,Sell,4 Shares,Stop market $278.03,GTC,-,No,9:42 AM 02/10/2025,8:36 AM 02/14/2025,,1002741176905
FTNT,,FORTINET INC,Canceled,Sell,5 Shares,Stop market $104.17,GTC,-,No,11:12 AM 02/12/2025,8:35 AM 02/14/2025,,1002759273527
CTAS,,CINTAS CORP,Canceled,Sell,10 Shares,Stop market $202.04,GTC,-,No,8:31 AM 02/14/2025,8:31 AM 02/14/2025,,1002773467509
CTAS,,CINTAS CORP,Canceled,Sell,10 Shares,Stop market $202.04,GTC,-,No,8:31 AM 02/14/2025,8:31 AM 02/14/2025,,1002773467515
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $423.98,GTC,-,No,10:16 AM 02/12/2025,8:29 AM 02/14/2025,,1002758382613
CRWD,,CROWDSTRIKE HLDGS IN A,Canceled,Sell,2 Shares,Stop market $453.67,GTC,-,No,8:29 AM 02/14/2025,8:29 AM 02/14/2025,,1002773467481
ASAN,,ASANA INC A,Canceled,Sell,15 Shares,Stop market $22.18,GTC,-,No,8:44 AM 02/13/2025,8:26 AM 02/14/2025,,1002764826461
